Emoji,P-value,ethnicity
🛢,0.9547597664357343,not hispanic
🍖,0.9560619476746588,not hispanic
⛅,0.9560619476746588,not hispanic
🤷🏿‍♂️,0.9569940344521127,not hispanic
3️⃣,0.9574487227180787,not hispanic
👜,0.9574487227180787,not hispanic
🚤,0.9574487227180787,not hispanic
✍🏻,0.9574487227180787,not hispanic
🍽,0.9586515006019485,not hispanic
🇩🇰,0.9588375080852933,not hispanic
🛏,0.9588375080852933,not hispanic
🐌,0.9588375080852933,not hispanic
💆🏻‍♀️,0.9588375080852933,not hispanic
👉🏾,0.9588375080852933,not hispanic
🚙,0.9588375080852933,not hispanic
🐴,0.9592004196409438,not hispanic
🍗,0.9597475228484327,not hispanic
🍶,0.9602283066888015,not hispanic
🐇,0.9602283066888015,not hispanic
🌃,0.9602283066888015,not hispanic
👵🏼,0.9602283066888015,not hispanic
💛,0.9604000983408469,not hispanic
🔅,0.9606526295753696,not hispanic
🏟,0.9616211214453196,not hispanic
🤦🏿‍♂️,0.9619173943137367,not hispanic
🤷,0.9624045053211144,not hispanic
🍎,0.9624551288119267,not hispanic
🍢,0.9630159552757865,not hispanic
🇱🇹,0.9630159552757865,not hispanic
🚼,0.9630159552757865,not hispanic
📄,0.9630159552757865,not hispanic
😄,0.963843582811628,not hispanic
🕺🏿,0.9644128111053708,not hispanic
👛,0.9644128111053708,not hispanic
🛵,0.9644128111053708,not hispanic
🗞,0.9644128111053708,not hispanic
🧤,0.9644128111053708,not hispanic
💐,0.9646065372703946,hispanic
🇺🇾,0.9658116918634759,not hispanic
🚴🏼‍♂️,0.9658116918634759,not hispanic
🗓,0.9658116918634759,not hispanic
✋🏽,0.9658116918634759,not hispanic
🤵🏻,0.9658116918634759,not hispanic
🐟,0.9659065645557745,not hispanic
🦇,0.9662182625127852,not hispanic
😽,0.9664239196771738,not hispanic
🍔,0.9665288317437195,not hispanic
🤷🏼‍♀️,0.9666458407370961,not hispanic
🎷,0.9666856342921308,not hispanic
💪🏾,0.9668148681517003,not hispanic
▶,0.9668382683213858,not hispanic
👈,0.9668382683213858,not hispanic
🐠,0.9672052018554826,not hispanic
🛶,0.9672126004837474,not hispanic
🇨🇦,0.9677226398271259,not hispanic
©,0.9677226398271259,not hispanic
🌧,0.9677597427276383,not hispanic
🐕,0.9680646092398957,not hispanic
✏,0.9682379247674368,not hispanic
🇳🇬,0.9684056181985735,hispanic
👚,0.9686155399040777,not hispanic
📯,0.9686155399040777,not hispanic
🚊,0.9686155399040777,not hispanic
👼,0.9686155399040777,not hispanic
🏋️‍♂️,0.9686155399040777,not hispanic
😖,0.9689604807251736,hispanic
🇪🇸,0.9692725111812938,not hispanic
👶,0.9697706215118329,not hispanic
🖼,0.9700205130666135,not hispanic
🙆🏿‍♀️,0.9700205130666135,not hispanic
🇪🇬,0.9700205130666135,not hispanic
👩‍🎓,0.9700205130666135,not hispanic
💆🏾‍♀️,0.9700205130666135,not hispanic
👻,0.970259568542332,not hispanic
🍸,0.9710738566449392,not hispanic
🎸,0.9712352713686718,not hispanic
🐙,0.9712830612313353,not hispanic
🔒,0.9714275229177616,not hispanic
🙆🏽‍♂️,0.9714275229177616,not hispanic
🇳🇴,0.9714275229177616,not hispanic
🛀,0.9714275229177616,not hispanic
🌓,0.9714275229177616,not hispanic
🌦,0.9714275229177616,not hispanic
🚔,0.9714275229177616,not hispanic
🛁,0.9714275229177616,not hispanic
🇿🇼,0.9714275229177616,not hispanic
🏞,0.9714275229177616,not hispanic
💺,0.9714275229177616,not hispanic
☝,0.9716319730092688,not hispanic
🍑,0.9716319730092688,not hispanic
🤖,0.97249706964808,not hispanic
🐾,0.972509249724858,not hispanic
🕶,0.9727745478950496,not hispanic
🧚🏻‍♀️,0.9728365724081941,not hispanic
🖍,0.9728365724081941,not hispanic
🐁,0.9728365724081941,not hispanic
🔭,0.9728365724081941,not hispanic
⛷,0.9728365724081941,not hispanic
👂🏻,0.9728365724081941,not hispanic
✌🏻,0.9731759822095393,not hispanic
💜,0.9732673111253667,not hispanic
😱,0.9735201418986371,hispanic
🎪,0.9737568719983749,not hispanic
⛱,0.9737568719983749,not hispanic
🏈,0.9737568719983749,not hispanic
🤦‍♀️,0.9739055693856726,not hispanic
⏳,0.9742443498398902,not hispanic
⚔,0.9742443498398902,not hispanic
📉,0.9742443498398902,not hispanic
🌵,0.9742443498398902,not hispanic
👩🏼‍⚕️,0.9742476644928562,not hispanic
📒,0.9742476644928562,not hispanic
👈🏾,0.9742476644928562,not hispanic
👼🏼,0.9742476644928562,not hispanic
🚜,0.9742476644928562,not hispanic
🛠,0.9742476644928562,not hispanic
🕵,0.9742476644928562,not hispanic
🤟🏿,0.9742476644928562,not hispanic
💂‍♀️,0.9742476644928562,not hispanic
🤷🏼‍♂️,0.9747494948892407,not hispanic
👠,0.9751356022000982,not hispanic
🤦🏾‍♂️,0.975281898671008,not hispanic
🤲🏼,0.9756608021309708,not hispanic
🏢,0.9756608021309708,not hispanic
🎠,0.9756608021309708,not hispanic
✒,0.9756608021309708,not hispanic
🤵🏼,0.9756608021309708,not hispanic
🐃,0.9756608021309708,not hispanic
🇪🇷,0.9756608021309708,not hispanic
📜,0.9756608021309708,not hispanic
⛵,0.9761690160551677,not hispanic
🚢,0.9766437193753071,not hispanic
🎺,0.9766437193753073,not hispanic
👈🏻,0.9770759882860461,not hispanic
🚴🏻‍♂️,0.9770759882860461,not hispanic
🕋,0.9770759882860461,not hispanic
🚶‍♀️,0.9770759882860461,not hispanic
🙅‍♂️,0.9770759882860461,not hispanic
🚶‍♂️,0.9770759882860461,not hispanic
🦗,0.9770759882860461,not hispanic
😁,0.977460984248433,not hispanic
🍼,0.9775851493078377,not hispanic
😀,0.9779183614059371,not hispanic
🌷,0.9779379056618184,not hispanic
🎟,0.9779799378614684,not hispanic
✊🏾,0.9781382061656727,not hispanic
👨‍💻,0.9784932259258807,not hispanic
🤰,0.9784932259258807,not hispanic
🏋🏽‍♀️,0.9784932259258807,not hispanic
🏒,0.9784932259258807,not hispanic
🚴🏽‍♀️,0.9784932259258807,not hispanic
🌆,0.9784932259258807,not hispanic
🤞🏿,0.9784932259258807,not hispanic
🇩🇪,0.9785002456626277,not hispanic
💳,0.9785157240438717,not hispanic
🤙🏼,0.9787584427935488,not hispanic
🙁,0.9788267763804193,not hispanic
🎩,0.9792709018608292,not hispanic
🇦🇷,0.9794351707535733,not hispanic
🍜,0.9794351707535733,not hispanic
🍄,0.9798906327565622,not hispanic
1️⃣,0.9798906327565622,not hispanic
🏌,0.9799125180225703,not hispanic
🧚🏼‍♂️,0.9799125180225703,not hispanic
🔩,0.9799125180225703,not hispanic
🥡,0.9799125180225703,not hispanic
👐🏻,0.9799125180225703,not hispanic
👼🏽,0.9799125180225703,not hispanic
🙆🏻,0.9799125180225703,not hispanic
💸,0.9799461591607262,not hispanic
✖,0.9803432052503854,not hispanic
☝🏻,0.9803432052503854,not hispanic
🎶,0.9805093074415646,not hispanic
🙌,0.9806527603169879,not hispanic
🇸🇪,0.9807928507974205,not hispanic
🍬,0.9807928507974205,not hispanic
📞,0.9810227311960941,not hispanic
🏊‍♀️,0.9812395311385942,not hispanic
🍇,0.9812395311385942,not hispanic
🇨🇷,0.9813338675525138,not hispanic
👃,0.9813338675525138,not hispanic
✍🏽,0.9813338675525138,not hispanic
⛩,0.9813338675525138,not hispanic
🧚‍♂️,0.9813338675525138,not hispanic
🖇,0.9813338675525138,not hispanic
👴🏼,0.9813338675525138,not hispanic
🍱,0.9813338675525138,not hispanic
💇‍♀️,0.9813338675525138,not hispanic
🔦,0.9813338675525138,not hispanic
🇹🇭,0.9813338675525138,not hispanic
☢,0.9813338675525138,not hispanic
🔻,0.9813338675525138,not hispanic
🤷🏻,0.9813338675525138,not hispanic
🎅🏻,0.9813338675525138,not hispanic
🚣,0.9813338675525138,not hispanic
🖖🏽,0.9813338675525138,not hispanic
🚶🏽‍♀️,0.9813338675525138,not hispanic
🤴🏻,0.9813338675525138,not hispanic
👑,0.9814323565544308,not hispanic
💚,0.981539287709144,not hispanic
🐋,0.9821238388656354,not hispanic
❓,0.9821238388656354,not hispanic
🙉,0.9824717167672684,not hispanic
🤦,0.9825613853282974,not hispanic
👕,0.9825613853282974,not hispanic
🏠,0.9827084229059118,not hispanic
🍮,0.9827572774964198,not hispanic
🚖,0.9827572774964198,not hispanic
📐,0.9827572774964198,not hispanic
🌔,0.9827572774964198,not hispanic
🤰🏻,0.9827572774964198,not hispanic
🦃,0.9827572774964198,not hispanic
👩🏻‍💻,0.9827572774964198,not hispanic
🤸🏾‍♀️,0.9827572774964198,not hispanic
🥙,0.9827572774964198,not hispanic
🕉,0.9827572774964198,not hispanic
👈🏽,0.9827572774964198,not hispanic
🇺🇬,0.9827572774964198,not hispanic
💂🏿‍♂️,0.9827572774964198,not hispanic
📻,0.9829437481165353,not hispanic
🐄,0.9829958046648597,not hispanic
🏖,0.9830403553881997,not hispanic
⚫,0.9834102377420469,not hispanic
👿,0.9834270539893906,not hispanic
🌸,0.9835679807717466,not hispanic
👋🏾,0.9836413931257313,not hispanic
🕸,0.9838550893717584,not hispanic
🥐,0.9838550893717584,not hispanic
🤷‍♀️,0.9838995451922973,not hispanic
🍹,0.9841329038245172,not hispanic
👏🏾,0.9841460812032139,not hispanic
〽,0.9841827508393126,not hispanic
💆🏽‍♂️,0.9841827508393126,not hispanic
🇷🇴,0.9841827508393126,not hispanic
🤛🏻,0.9841827508393126,not hispanic
7️⃣,0.9841827508393126,not hispanic
🚦,0.9841827508393126,not hispanic
🚅,0.9841827508393126,not hispanic
👩‍🔬,0.9841827508393126,not hispanic
♿,0.9841827508393126,not hispanic
🙅🏼‍♀️,0.9841827508393126,not hispanic
🧬,0.9841827508393126,not hispanic
🏄🏾‍♀️,0.9841827508393126,not hispanic
👂,0.9842798657922475,not hispanic
🤦🏼‍♀️,0.9847078881819364,not hispanic
📍,0.9847760942126033,not hispanic
👉🏻,0.9847760942126033,not hispanic
🎤,0.9848885456139261,not hispanic
👅,0.9849345209653139,not hispanic
💠,0.9851194559280855,not hispanic
🛎,0.9851194559280855,not hispanic
🐊,0.9851194559280855,not hispanic
🏐,0.9851194559280855,not hispanic
🎀,0.9851194559280855,not hispanic
🥜,0.9855341737058,not hispanic
💊,0.9855341737058,not hispanic
♊,0.9856102905705382,not hispanic
8️⃣,0.9856102905705382,not hispanic
🙇🏿‍♂️,0.9856102905705382,not hispanic
👩🏽,0.9856102905705382,not hispanic
🤴🏽,0.9856102905705382,not hispanic
💁🏽‍♂️,0.9856102905705382,not hispanic
🏨,0.9856102905705382,not hispanic
💁🏾,0.9856102905705382,not hispanic
👩🏻,0.9856102905705382,not hispanic
🚚,0.9856102905705382,not hispanic
🙆🏼‍♀️,0.9856102905705382,not hispanic
⚜,0.9856102905705382,not hispanic
🏄🏼‍♀️,0.9856102905705382,not hispanic
♉,0.9856102905705382,not hispanic
🎰,0.9856102905705382,not hispanic
📺,0.985629777317308,not hispanic
🤝,0.9856582899300893,not hispanic
🐷,0.985775226193804,not hispanic
🤟,0.9859199093723308,not hispanic
💌,0.9859454405331178,not hispanic
🦕,0.9859454405331178,not hispanic
☎,0.9863048303991776,not hispanic
💅🏾,0.9863532051517502,not hispanic
🔨,0.9863532051517502,not hispanic
🙏🏿,0.9866318285571026,not hispanic
🏴󠁧󠁢󠁳󠁣󠁴󠁿,0.9866318285571026,not hispanic
🤛,0.9867285943088436,not hispanic
🥖,0.9867574148715764,not hispanic
☝🏼,0.9867574148715764,not hispanic
🌕,0.9867574148715764,not hispanic
🥒,0.9867574148715764,not hispanic
🌤,0.9867574148715764,not hispanic
🔥,0.9868148932111239,hispanic
🔔,0.9869382833477098,not hispanic
🤺,0.9870398996837708,not hispanic
👨,0.9870398996837708,not hispanic
🛰,0.9870398996837708,not hispanic
✍🏾,0.9870398996837708,not hispanic
🕐,0.9870398996837708,not hispanic
🤸🏼‍♂️,0.9870398996837708,not hispanic
9️⃣,0.9870398996837708,not hispanic
🏂,0.9870398996837708,not hispanic
🔰,0.9870398996837708,not hispanic
🤱,0.9870398996837708,not hispanic
🤴🏿,0.9870398996837708,not hispanic
🚡,0.9870398996837708,not hispanic
👔,0.9871580154990006,not hispanic
🥔,0.9871580154990006,not hispanic
🙅🏽‍♂️,0.9877623106018072,not hispanic
🌊,0.9878455236019443,not hispanic
🙋🏽‍♂️,0.9879481647178614,not hispanic
♂,0.9879646116287049,not hispanic
🇫🇷,0.9881273720649504,hispanic
✌🏾,0.988165420879477,not hispanic
🤠,0.988165420879477,not hispanic
😚,0.98831232494186,not hispanic
🥉,0.9883375966835327,not hispanic
🇰🇪,0.9884715811770196,not hispanic
👩‍👧,0.9884715811770196,not hispanic
🏺,0.9884715811770196,not hispanic
🖐🏾,0.9884715811770196,not hispanic
🙅🏿‍♂️,0.9884715811770196,not hispanic
💆,0.9884715811770196,not hispanic
👨‍❤️‍👨,0.9884715811770196,not hispanic
👩🏽‍🎓,0.9884715811770196,not hispanic
🖐🏽,0.9884715811770196,not hispanic
🆙,0.9884715811770196,not hispanic
🌰,0.9884715811770196,not hispanic
🔓,0.9884715811770196,not hispanic
🚭,0.9884715811770196,not hispanic
👩🏻‍🎤,0.9884715811770196,not hispanic
🗡,0.9887231861204626,not hispanic
👓,0.9887231861204626,not hispanic
🇵🇱,0.9889536449762789,not hispanic
👋,0.9890138431681268,not hispanic
🍿,0.9890356465542178,not hispanic
👬,0.9891048700406982,not hispanic
🇰🇷,0.9891048700406982,not hispanic
🌮,0.9891048700406982,not hispanic
🚇,0.9891048700406982,not hispanic
2️⃣,0.9891048700406982,not hispanic
🙌🏿,0.9893465199323775,not hispanic
👖,0.9894825833929379,not hispanic
🚀,0.9895097065451137,not hispanic
🔮,0.9895289156226621,not hispanic
🍁,0.9896590781591216,not hispanic
✊🏻,0.9897176187952591,not hispanic
🏃🏼‍♀️,0.9898562589411155,not hispanic
🍤,0.9898562589411155,not hispanic
🎙,0.9899047870639442,not hispanic
💁🏼‍♀️,0.9899047870639442,not hispanic
🐺,0.9899047870639442,not hispanic
🚐,0.9899053380526339,not hispanic
🙇‍♀️,0.9899053380526339,not hispanic
🧙🏻‍♂️,0.9899053380526339,not hispanic
👨‍✈️,0.9899053380526339,not hispanic
🎋,0.9899053380526339,not hispanic
♓,0.9899053380526339,not hispanic
🚷,0.9899053380526339,not hispanic
💂,0.9899053380526339,not hispanic
🚴🏽‍♂️,0.9899053380526339,not hispanic
🚶🏻‍♂️,0.9899053380526339,not hispanic
🇱🇷,0.9899053380526339,not hispanic
🇺🇲,0.9899053380526339,not hispanic
🇦🇱,0.9899053380526339,not hispanic
🙋🏾,0.9899053380526339,not hispanic
👩‍🏫,0.9899053380526339,not hispanic
🤰🏾,0.9899053380526339,not hispanic
😏,0.9899888110683173,not hispanic
🥈,0.9902258271325458,not hispanic
🚽,0.9902258271325458,not hispanic
💁🏻‍♂️,0.9902258271325458,not hispanic
🌌,0.9904570339357693,not hispanic
🏊🏻‍♀️,0.9905912159544382,not hispanic
⁉,0.9905912159544382,not hispanic
🐖,0.9905912159544382,not hispanic
👌🏼,0.9907367390331149,not hispanic
🍟,0.9908174348713994,not hispanic
🦖,0.9908174348713994,not hispanic
🦈,0.9908174348713994,not hispanic
😈,0.9908439846344927,not hispanic
⌚,0.9909523507774203,not hispanic
🍵,0.9909523507774203,not hispanic
🦌,0.9909523507774203,not hispanic
🦁,0.9912700209597155,hispanic
♻,0.991309154184508,not hispanic
🚯,0.9913411733173105,not hispanic
🙋🏽,0.9913411733173105,not hispanic
🤳🏽,0.9913411733173105,not hispanic
🤜🏾,0.9913411733173105,not hispanic
🛴,0.9913411733173105,not hispanic
🏃🏿‍♂️,0.9913411733173105,not hispanic
🤸🏾‍♂️,0.9913411733173105,not hispanic
👩‍🚀,0.9913411733173105,not hispanic
👨‍🏫,0.9913411733173105,not hispanic
Ⓜ,0.9913411733173105,not hispanic
🤜🏽,0.9913411733173105,not hispanic
👴🏾,0.9913411733173105,not hispanic
🔋,0.9915194276923622,not hispanic
😼,0.991524470787875,not hispanic
⚖,0.9916615457837265,not hispanic
🧚‍♀️,0.9916615457837265,not hispanic
👆🏾,0.9916615457837265,not hispanic
📌,0.9916909786187904,not hispanic
🤤,0.9916980112740028,hispanic
🤓,0.9919019407057972,hispanic
🐚,0.9920094420023026,not hispanic
🦒,0.9920094420023026,not hispanic
👶🏼,0.9920094420023026,not hispanic
🐨,0.9920094420023026,not hispanic
🐡,0.9920094420023026,not hispanic
🤲🏾,0.9920094420023026,not hispanic
🌫,0.9920094420023026,not hispanic
👯,0.9920094420023026,not hispanic
👎🏾,0.9920094420023026,not hispanic
🧐,0.9920795655333516,not hispanic
🦉,0.992196078696362,not hispanic
🇨🇳,0.9923527558600214,not hispanic
🏓,0.9923527558600214,not hispanic
👺,0.9923527558600214,not hispanic
🌭,0.9923527558600214,not hispanic
🌯,0.9923527558600214,not hispanic
🐯,0.9923612445654522,not hispanic
🦋,0.9925275215958871,not hispanic
👊,0.9925614524591596,not hispanic
🏎,0.9926867450909878,not hispanic
🐵,0.9926913967189369,not hispanic
👵🏻,0.9926913967189369,not hispanic
🏌️‍♀️,0.9926913967189369,not hispanic
🗿,0.9926913967189369,not hispanic
🙋,0.9926924906145856,not hispanic
🤷🏻‍♂️,0.9926965114989122,hispanic
⤴,0.9927790899820992,not hispanic
🍙,0.9927790899820992,not hispanic
📪,0.9927790899820992,not hispanic
🙇🏿‍♀️,0.9927790899820992,not hispanic
👧,0.9927790899820992,not hispanic
♐,0.9927790899820992,not hispanic
🗨,0.9927790899820992,not hispanic
👧🏼,0.9927790899820992,not hispanic
🇴🇲,0.9927790899820992,not hispanic
♒,0.9927790899820992,not hispanic
🆎,0.9927790899820992,not hispanic
❇,0.9927790899820992,not hispanic
🕵🏻‍♀️,0.9927790899820992,not hispanic
🧘,0.9927790899820992,not hispanic
🍠,0.9927790899820992,not hispanic
🧖🏼‍♀️,0.9927790899820992,not hispanic
📑,0.9927790899820992,not hispanic
😅,0.9928023244547897,not hispanic
🙀,0.9928450285555658,not hispanic
👊🏾,0.9928729698933583,not hispanic
🏔,0.9930252700061526,not hispanic
💪,0.9932924051270536,not hispanic
✋,0.9933182806175576,not hispanic
🥥,0.9933182806175576,not hispanic
🤜🏻,0.9933542769058098,not hispanic
🍚,0.9933542769058098,not hispanic
🖖,0.9933542769058098,not hispanic
🏊,0.9933542769058098,not hispanic
🇿🇦,0.9933542769058098,not hispanic
🐳,0.9934720797441459,not hispanic
🔑,0.9936242348310128,not hispanic
🏉,0.9936242348310128,not hispanic
🍓,0.9936736787174614,not hispanic
⬆,0.9937747407896136,not hispanic
🏛,0.9939972729632135,not hispanic
📅,0.9939972729632135,not hispanic
🐽,0.9939972729632135,not hispanic
💶,0.9939972729632135,not hispanic
☝🏾,0.9940707849113675,not hispanic
🍯,0.9942163128408953,not hispanic
🇦🇿,0.9942190910624097,not hispanic
🕴🏻,0.9942190910624097,not hispanic
📥,0.9942190910624097,not hispanic
👮🏽‍♂️,0.9942190910624097,not hispanic
🛡,0.9942190910624097,not hispanic
🗄,0.9942190910624097,not hispanic
👩🏻‍💼,0.9942190910624097,not hispanic
🏯,0.9942190910624097,not hispanic
🗜,0.9942190910624097,not hispanic
🇲🇺,0.9942190910624097,not hispanic
👂🏿,0.9942190910624097,not hispanic
♑,0.9942190910624097,not hispanic
🇮🇶,0.9942190910624097,not hispanic
⚾,0.9943110399737579,not hispanic
🇭🇺,0.9943110399737579,not hispanic
🤸‍♀️,0.9943110399737579,not hispanic
🚿,0.9943110399737579,not hispanic
🎄,0.9943150123774573,not hispanic
🌀,0.9946194953845198,not hispanic
🥋,0.9946194953845198,not hispanic
🇮🇸,0.9946194953845198,not hispanic
🚶🏾‍♂️,0.9946194953845198,not hispanic
🕺🏻,0.9946647416322077,not hispanic
🇦🇺,0.9947816770942471,not hispanic
🍝,0.9949188054797318,not hispanic
🥄,0.9949225130935115,not hispanic
🧟‍♀️,0.9949225130935115,not hispanic
🙅🏾‍♂️,0.9949225130935115,not hispanic
♨,0.9949225130935115,not hispanic
👁,0.9950046745331211,not hispanic
🔜,0.9950542384293696,not hispanic
🤴,0.9952199599328387,not hispanic
🔆,0.9952199599328387,not hispanic
🔛,0.9952199599328387,not hispanic
🍐,0.9952199599328387,not hispanic
🤸🏽‍♂️,0.9952199599328387,not hispanic
🧜‍♀️,0.9952199599328387,not hispanic
🦊,0.9954860847418706,not hispanic
🌠,0.9955116949520085,not hispanic
🛳,0.9955116949520085,not hispanic
🚣‍♂️,0.9955116949520085,not hispanic
🕵️‍♂️,0.9955116949520085,not hispanic
🏴󠁧󠁢󠁷󠁬󠁳󠁿,0.9955640763153041,not hispanic
🤙🏾,0.9955640763153041,not hispanic
🔫,0.9955640763153041,not hispanic
🦀,0.9955789116479458,not hispanic
🕗,0.9956611795780173,not hispanic
🚍,0.9956611795780173,not hispanic
🅾,0.9956611795780173,not hispanic
👨🏽‍🍳,0.9956611795780173,not hispanic
🆗,0.9956611795780173,not hispanic
➗,0.9956611795780173,not hispanic
🧜🏼‍♀️,0.9956611795780173,not hispanic
👼🏾,0.9956611795780173,not hispanic
🙆🏽,0.9956611795780173,not hispanic
🚶🏻‍♀️,0.9956611795780173,not hispanic
🔏,0.9956611795780173,not hispanic
🤾🏾,0.9956611795780173,not hispanic
🎴,0.9956611795780173,not hispanic
🧝🏽‍♀️,0.9956611795780173,not hispanic
🔼,0.9956611795780173,not hispanic
🇨🇲,0.9956611795780173,not hispanic
🏌🏼‍♂️,0.9956611795780173,not hispanic
🍏,0.9957057891512584,not hispanic
🙆🏾‍♀️,0.9957057891512584,not hispanic
💃🏽,0.9957070519889615,not hispanic
🕺🏽,0.9957178103050087,not hispanic
🍦,0.9957215445663758,hispanic
🤙🏽,0.9957935544808681,not hispanic
🤚🏼,0.9957975685939225,not hispanic
🎱,0.9957975685939225,not hispanic
👆🏼,0.9957975685939225,not hispanic
💅🏽,0.9957975685939225,not hispanic
🍰,0.9958025695665538,not hispanic
👸🏼,0.9958309398309935,not hispanic
🐝,0.9958358002737159,not hispanic
⚠,0.995942801750628,not hispanic
🍣,0.9959543584153101,not hispanic
🇬🇭,0.9959543584153101,not hispanic
🚁,0.9960760396207211,not hispanic
🏃,0.9960760396207211,not hispanic
🤳🏻,0.9960774217418881,not hispanic
🏴,0.9960774217418881,not hispanic
🇵🇪,0.9960774217418881,not hispanic
🏃🏼‍♂️,0.9960774217418881,not hispanic
🚣‍♀️,0.9960774217418881,not hispanic
🏋️‍♀️,0.9960774217418881,not hispanic
⛔,0.9960774217418881,not hispanic
🥣,0.9960774217418881,not hispanic
🇮🇱,0.9960774217418881,not hispanic
⚒,0.9961172564259284,not hispanic
👶🏻,0.9961959781520697,not hispanic
🥚,0.9961959781520697,not hispanic
🎃,0.9963006640679913,not hispanic
🐉,0.9963141687025077,not hispanic
🇨🇵,0.9963510846103686,not hispanic
👆🏽,0.9963510846103686,not hispanic
💁🏾‍♂️,0.9963510846103686,not hispanic
🔲,0.9963510846103686,not hispanic
🧘🏾‍♂️,0.9963510846103686,not hispanic
🏇🏼,0.9963510846103686,not hispanic
🍫,0.9963986236797179,not hispanic
🥞,0.9965452845746616,not hispanic
🦏,0.9966183754447827,not hispanic
🤸,0.9966183754447827,not hispanic
🎫,0.9966183754447827,not hispanic
💨,0.9966297644187491,not hispanic
🌩,0.9966581992240161,not hispanic
🤭,0.996696413129558,not hispanic
🥂,0.9967298820677309,not hispanic
👾,0.9967693445476913,not hispanic
🍋,0.9967759567485864,not hispanic
✔,0.9968419034035361,not hispanic
🐧,0.9968787151800371,not hispanic
🔶,0.9968790989857386,not hispanic
💘,0.9968899522409573,not hispanic
📕,0.9969045100191334,not hispanic
🤷‍♂️,0.9969461439332655,not hispanic
🥃,0.9969676914681662,not hispanic
🥕,0.9969863057435745,not hispanic
🥳,0.9969863057435745,not hispanic
⭕,0.9969863057435745,not hispanic
📢,0.9969939071055668,not hispanic
📡,0.9970921108489722,not hispanic
🇲🇩,0.9971053585530699,not hispanic
🙎🏾‍♂️,0.9971053585530699,not hispanic
👨‍👧‍👧,0.9971053585530699,not hispanic
🏄🏾,0.9971053585530699,not hispanic
⏹,0.9971053585530699,not hispanic
🤛🏿,0.9971053585530699,not hispanic
🏊🏽‍♂️,0.9971053585530699,not hispanic
🇬🇹,0.9971053585530699,not hispanic
📛,0.9971053585530699,not hispanic
➿,0.9971053585530699,not hispanic
🆑,0.9971053585530699,not hispanic
👱🏼‍♂️,0.9971053585530699,not hispanic
🙅🏽,0.9971053585530699,not hispanic
🚶🏿‍♂️,0.9971053585530699,not hispanic
✳,0.9971053585530699,not hispanic
🙎🏻‍♂️,0.9971053585530699,not hispanic
🙎🏽‍♂️,0.9971053585530699,not hispanic
👎🏿,0.9971053585530699,not hispanic
👦🏿,0.9971053585530699,not hispanic
🇪🇭,0.9971053585530699,not hispanic
💂🏻‍♂️,0.9971053585530699,not hispanic
💱,0.9971053585530699,not hispanic
🎅🏾,0.9971053585530699,not hispanic
🏌🏾‍♀️,0.9971053585530699,not hispanic
◽,0.9971053585530699,not hispanic
🕎,0.9971053585530699,not hispanic
💀,0.9971073174195829,not hispanic
🦓,0.9971330446396272,not hispanic
🥨,0.9971330446396272,not hispanic
➕,0.9971330446396272,not hispanic
🐹,0.9971330446396272,not hispanic
👋🏻,0.9971347429627407,not hispanic
💦,0.9971688796737659,not hispanic
🙋🏾‍♀️,0.9971961250950241,not hispanic
🔊,0.9972229850465685,not hispanic
🌺,0.9972293810177459,not hispanic
😡,0.9972337891186119,hispanic
😤,0.9972914320280069,not hispanic
🤩,0.9973580214524929,hispanic
🌥,0.9973799842789406,not hispanic
👡,0.9973799842789406,not hispanic
⚙,0.9973799842789406,not hispanic
🍍,0.9973896433124853,not hispanic
👇🏻,0.9974124550134041,not hispanic
🍆,0.9974253989445581,hispanic
🖕🏻,0.9974470365102445,not hispanic
🤞🏼,0.9975155304509228,hispanic
💡,0.9975244103498855,not hispanic
👯‍♀️,0.9975596735860478,not hispanic
🍒,0.9976004341712439,not hispanic
🍈,0.9976196695696866,not hispanic
🚶🏽‍♂️,0.9976196695696866,not hispanic
🙇🏾‍♂️,0.9976196695696866,not hispanic
📃,0.9976196695696866,not hispanic
🦄,0.9976348261256699,not hispanic
🤷🏽‍♂️,0.997662430259226,not hispanic
👟,0.9976694554133505,not hispanic
🌬,0.9976891435587129,not hispanic
🤘🏽,0.9976891435587129,not hispanic
🤘🏻,0.9977232796615683,not hispanic
🔝,0.9977763950213467,not hispanic
📣,0.9977763950213467,not hispanic
🦎,0.9977822985554428,not hispanic
🐿,0.9977822985554428,not hispanic
🚴‍♀️,0.9978288031975417,not hispanic
🕺🏾,0.9978288031975417,not hispanic
🤰🏽,0.997851828686131,not hispanic
🏑,0.997851828686131,not hispanic
🙅‍♀️,0.997851828686131,not hispanic
👩‍❤️‍💋‍👩,0.997851828686131,not hispanic
🚧,0.997851828686131,not hispanic
🌙,0.9978550494951713,not hispanic
🙋🏼‍♂️,0.9978736245499378,not hispanic
🐭,0.9978736245499378,not hispanic
👆,0.9978899833294964,not hispanic
🤘🏾,0.9979245609895474,not hispanic
🏁,0.9979587837521294,not hispanic
🥪,0.9979631160451569,not hispanic
🤟🏻,0.9979631160451569,not hispanic
📦,0.9979631160451569,not hispanic
🏃🏾‍♂️,0.9979631160451569,not hispanic
💰,0.9979769155129606,not hispanic
💅🏼,0.9979818021451952,not hispanic
💃🏼,0.997992652901949,not hispanic
⛈,0.9980313992680954,not hispanic
🐒,0.9980313992680954,not hispanic
🕷,0.9980313992680954,not hispanic
🔎,0.9980507675319745,not hispanic
🌡,0.9980507675319745,not hispanic
